Hours Studies,Attendance,Sleep Hours,Parental Education,Extra Activities,Previous Score,Result (Pass/Fail)
2.1,91,7.9,Undergraduate,Yes,100,Pass
4.5,93,8.7,Diploma,Yes,79,Pass
3.7,87,7.7,Undergraduate,No,71,Pass
3.3,80,9.2,Postgraduate,Yes,79,Pass
7.3,50,7.8,Postgraduate,No,47,Fail
2.8,84,5.0,PhD,No,80,Pass
2.1,100,8.1,Postgraduate,Yes,44,Fail
3.7,94,8.7,Undergraduate,No,60,Pass
3.3,50,7.4,PhD,Yes,50,Fail
6.2,90,4.9,Undergraduate,Yes,50,Pass
7.1,73,5.9,Diploma,Yes,96,Pass
7.0,53,6.6,Postgraduate,Yes,95,Pass
3.8,84,5.1,Postgraduate,Yes,74,Pass
2.2,97,7.9,Postgraduate,Yes,59,Pass
0.8,77,6.1,Diploma,No,71,Fail
5.0,59,6.2,Postgraduate,Yes,63,Pass
7.7,96,9.1,Undergraduate,Yes,56,Pass
0.7,86,4.6,PhD,No,97,Fail
2.6,66,8.5,Postgraduate,No,96,Pass
8.3,62,8.5,Undergraduate,Yes,57,Pass
4.7,51,7.4,Undergraduate,No,81,Fail
9.5,55,8.1,High School,Yes,95,Pass
4.4,87,6.8,Postgraduate,Yes,99,Pass
6.9,73,9.3,Undergraduate,Yes,61,Pass
7.3,66,7.1,Postgraduate,No,66,Pass
9.2,56,6.5,Undergraduate,Yes,47,Pass
0.7,60,4.8,Postgraduate,No,75,Fail
10.0,84,7.3,Postgraduate,Yes,48,Pass
4.9,56,7.7,Undergraduate,Yes,55,Fail
2.4,64,9.4,PhD,Yes,50,Fail
3.2,86,4.6,Diploma,Yes,69,Fail
2.2,86,6.1,Undergraduate,No,89,Pass
3.5,64,5.4,Diploma,No,86,Fail
3.4,71,4.7,Postgraduate,No,48,Fail
2.6,69,5.2,Diploma,Yes,95,Fail
9.6,52,5.6,Diploma,Yes,71,Pass
9.1,90,7.6,Undergraduate,No,99,Pass
9.8,97,8.1,Diploma,No,65,Pass
4.3,98,6.8,Diploma,No,82,Pass
2.2,64,7.3,High School,No,36,Fail
8.7,58,8.6,Diploma,No,97,Pass
3.8,79,7.0,Undergraduate,Yes,76,Pass
3.8,80,8.6,Undergraduate,Yes,96,Pass
4.9,99,7.4,High School,Yes,38,Pass
9.7,89,8.5,Undergraduate,No,93,Pass
4.2,83,8.5,High School,No,99,Pass
5.7,80,4.5,High School,Yes,71,Pass
9.9,86,4.9,Diploma,Yes,43,Pass
1.9,66,6.2,Undergraduate,Yes,39,Fail
7.3,77,5.9,Diploma,Yes,97,Pass
8.7,91,7.2,Undergraduate,No,52,Pass
1.8,76,7.5,Diploma,No,55,Fail
8.8,73,5.3,Undergraduate,Yes,70,Pass
3.5,92,6.2,Undergraduate,No,60,Pass
1.5,97,8.9,Postgraduate,No,35,Fail
2.0,62,8.0,Diploma,No,45,Fail
3.0,73,8.1,PhD,Yes,58,Fail
5.0,93,7.5,Diploma,No,55,Pass
0.6,78,6.0,Diploma,Yes,57,Fail
7.8,68,5.3,High School,No,47,Fail
7.6,55,5.3,Undergraduate,No,74,Pass
1.4,87,8.2,Diploma,Yes,61,Fail
5.0,78,8.5,High School,No,38,Fail
2.2,55,4.6,High School,No,70,Fail
1.5,56,6.0,Undergraduate,Yes,68,Fail
8.1,56,5.1,Postgraduate,No,56,Pass
9.5,50,4.6,Postgraduate,Yes,95,Pass
4.5,87,6.1,High School,No,64,Pass
2.9,99,6.7,Postgraduate,No,94,Pass
7.1,79,8.6,Postgraduate,No,52,Pass
9.7,50,6.6,Diploma,No,83,Pass
2.3,85,5.8,Diploma,No,35,Fail
5.1,72,7.7,Postgraduate,Yes,49,Pass
0.7,65,6.6,Postgraduate,No,73,Fail
2.0,91,8.8,Postgraduate,No,36,Fail
1.4,67,7.5,Postgraduate,No,92,Fail
8.9,77,7.3,High School,Yes,88,Pass
0.7,62,7.7,PhD,No,93,Fail
8.5,95,9.3,High School,Yes,66,Pass
1.3,66,7.8,Postgraduate,No,72,Fail
4.8,72,8.9,PhD,No,70,Pass
7.1,51,5.0,Postgraduate,Yes,61,Pass
0.8,55,5.9,High School,No,89,Fail
1.0,98,9.1,High School,Yes,60,Fail
8.6,85,8.4,Undergraduate,Yes,87,Pass
6.9,89,7.9,Diploma,Yes,75,Pass
0.7,62,6.4,Undergraduate,No,91,Fail
1.9,70,8.5,Postgraduate,Yes,45,Fail
5.6,56,4.8,Undergraduate,No,37,Fail
1.9,83,8.3,High School,No,56,Fail
4.7,75,5.0,High School,No,66,Fail
6.9,54,5.2,High School,No,76,Fail
9.4,54,6.0,Diploma,No,46,Pass
1.1,77,5.5,Diploma,Yes,68,Fail
7.4,60,4.6,Undergraduate,Yes,81,Pass
7.0,83,7.9,Postgraduate,No,37,Pass
0.6,66,5.3,Undergraduate,Yes,86,Fail
0.8,99,8.4,Diploma,No,39,Fail
1.2,84,5.1,Postgraduate,Yes,84,Fail
8.7,82,5.9,Diploma,Yes,61,Pass
2.2,61,7.2,Undergraduate,No,75,Fail
2.9,56,5.9,Postgraduate,Yes,100,Pass
8.3,98,7.9,Diploma,No,69,Pass
3.8,73,7.8,Undergraduate,No,84,Pass
5.3,68,5.8,Diploma,Yes,53,Pass
4.1,85,6.9,Postgraduate,Yes,77,Pass
8.4,87,5.0,PhD,Yes,61,Pass
2.2,97,5.6,Diploma,Yes,48,Fail
9.5,61,6.4,High School,No,56,Pass
2.2,75,8.8,Diploma,No,52,Fail
1.2,74,5.8,Undergraduate,Yes,96,Pass
4.1,88,7.1,Diploma,No,56,Pass
0.5,87,5.7,Postgraduate,Yes,43,Fail
8.8,63,4.6,Undergraduate,Yes,53,Pass
4.6,97,8.5,Postgraduate,Yes,100,Pass
3.2,55,6.0,Diploma,No,57,Fail
3.8,62,8.0,Undergraduate,No,97,Pass
5.6,70,7.2,Undergraduate,Yes,100,Pass
4.4,72,8.4,Undergraduate,Yes,91,Pass
9.9,86,6.9,Undergraduate,No,96,Pass
5.1,61,5.8,Diploma,No,75,Pass
5.4,86,5.0,PhD,Yes,94,Pass
2.4,72,7.3,High School,No,82,Fail
0.9,98,5.9,Diploma,Yes,98,Pass
4.1,81,6.7,Undergraduate,No,94,Pass
3.1,67,9.1,Diploma,Yes,76,Fail
2.9,80,4.7,Diploma,No,57,Fail
2.9,61,8.1,Undergraduate,Yes,82,Fail
6.5,71,5.1,Diploma,Yes,74,Pass
9.8,84,6.9,High School,Yes,36,Pass
3.6,85,8.1,Postgraduate,No,55,Pass
9.1,80,5.1,Diploma,No,82,Pass
9.7,71,7.6,Diploma,No,98,Pass
7.8,62,6.9,PhD,Yes,52,Pass
3.8,92,8.0,Diploma,Yes,40,Fail
2.6,97,9.1,Undergraduate,Yes,71,Pass
8.7,59,8.8,Postgraduate,Yes,93,Pass
2.8,87,7.9,Undergraduate,No,100,Pass
6.3,85,8.0,Postgraduate,No,92,Pass
3.0,60,7.4,Undergraduate,Yes,92,Pass
1.6,61,5.3,Diploma,No,61,Fail
7.4,59,7.2,Undergraduate,Yes,64,Pass
3.4,98,7.6,Postgraduate,No,71,Pass
1.2,51,6.0,Postgraduate,No,77,Fail
7.4,98,4.6,Postgraduate,No,93,Pass
5.7,56,7.7,Diploma,No,97,Pass
3.6,99,9.0,Diploma,Yes,61,Pass
5.6,50,6.2,High School,No,61,Fail
3.7,76,8.0,High School,No,54,Fail
4.4,94,8.2,PhD,No,89,Pass
0.8,93,4.6,High School,Yes,60,Fail
9.0,67,6.3,Postgraduate,No,90,Pass
7.7,97,6.5,Undergraduate,Yes,76,Pass
1.0,67,6.2,Undergraduate,No,51,Fail
2.2,69,7.7,High School,Yes,57,Fail
0.9,56,9.2,Undergraduate,No,48,Fail
9.6,95,9.2,Undergraduate,No,95,Pass
4.7,89,9.4,PhD,No,80,Pass
8.0,75,6.1,High School,No,56,Pass
2.9,79,7.3,High School,No,59,Fail
8.8,70,5.5,PhD,No,40,Pass
6.0,64,6.2,Postgraduate,Yes,80,Pass
4.8,85,8.4,Diploma,Yes,83,Pass
3.6,71,7.6,High School,Yes,71,Fail
3.5,57,6.8,High School,No,72,Fail
6.4,70,5.4,Diploma,No,87,Pass
1.7,98,5.2,Postgraduate,Yes,94,Pass
2.5,73,6.0,Undergraduate,No,42,Fail
8.9,57,6.7,Undergraduate,Yes,88,Pass
2.4,78,9.2,Undergraduate,No,73,Fail
1.4,71,6.9,Diploma,No,46,Fail
8.5,85,6.9,Undergraduate,No,70,Pass
5.2,54,7.0,Postgraduate,No,71,Pass
3.4,54,5.7,Undergraduate,Yes,47,Fail
6.6,72,8.8,Diploma,No,44,Pass
4.7,56,6.0,Undergraduate,Yes,69,Fail
7.5,88,6.7,PhD,No,55,Pass
10.0,95,9.3,Postgraduate,No,35,Pass
2.0,61,9.2,Postgraduate,No,66,Fail
2.7,60,7.0,Undergraduate,Yes,76,Fail
8.8,57,8.4,Undergraduate,Yes,64,Pass
6.7,75,4.6,Diploma,Yes,96,Pass
7.3,98,6.2,Postgraduate,Yes,61,Pass
1.8,54,7.1,Undergraduate,Yes,60,Fail
2.8,68,4.6,Diploma,Yes,44,Fail
7.6,100,5.6,PhD,Yes,49,Pass
4.7,75,7.1,Diploma,No,51,Fail
2.9,53,9.5,Diploma,Yes,60,Fail
5.1,70,4.9,PhD,No,70,Pass
4.9,85,5.1,Undergraduate,Yes,61,Pass
1.1,86,5.0,High School,No,66,Fail
7.5,91,5.8,High School,Yes,90,Pass
8.5,94,4.6,Diploma,No,47,Pass
6.2,58,9.5,High School,Yes,78,Pass
5.4,80,5.0,Postgraduate,No,59,Pass
8.6,66,8.5,High School,Yes,38,Pass
2.0,98,8.4,Postgraduate,No,81,Pass
1.7,93,5.1,Undergraduate,Yes,64,Fail
4.6,54,5.4,Postgraduate,Yes,43,Fail
4.2,88,5.9,Undergraduate,Yes,73,Pass
6.2,63,6.9,High School,Yes,57,Pass
2.7,51,8.6,Postgraduate,No,52,Fail
9.8,55,5.1,High School,Yes,99,Pass
9.7,60,8.2,Diploma,No,88,Pass
2.4,98,9.2,Undergraduate,No,86,Pass
6.6,87,6.0,Postgraduate,No,88,Pass
7.7,51,8.9,Undergraduate,No,50,Fail
7.2,70,9.1,Undergraduate,Yes,52,Pass
4.3,50,7.0,Diploma,No,60,Fail
7.7,72,7.9,Postgraduate,No,92,Pass
5.7,95,8.6,Diploma,No,39,Pass
3.6,90,6.1,Diploma,Yes,70,Pass
5.6,97,6.4,Diploma,No,37,Pass
6.3,88,7.5,Postgraduate,Yes,47,Pass
2.0,72,8.3,Undergraduate,Yes,48,Fail
1.4,86,7.7,Undergraduate,No,57,Fail
8.0,58,6.1,Undergraduate,Yes,67,Pass
9.8,91,7.8,Undergraduate,No,77,Pass
2.0,57,6.3,PhD,Yes,64,Fail
7.3,67,9.1,Undergraduate,Yes,43,Pass
7.1,75,7.2,Diploma,Yes,88,Pass
6.5,54,5.8,PhD,Yes,86,Pass
2.8,95,4.6,Diploma,Yes,83,Pass
3.5,98,7.3,Undergraduate,Yes,63,Pass
9.1,57,5.5,Undergraduate,No,97,Pass
3.3,60,8.2,Undergraduate,Yes,88,Pass
6.4,68,4.8,Undergraduate,No,95,Pass
2.7,56,6.7,Undergraduate,No,50,Fail
3.2,81,7.6,Diploma,Yes,74,Pass
3.4,69,4.6,Diploma,Yes,35,Fail
8.3,65,7.4,Undergraduate,No,68,Pass
2.8,91,5.6,PhD,No,52,Fail
9.3,96,7.4,PhD,No,43,Pass
7.0,71,9.3,Undergraduate,No,49,Pass
2.6,58,4.6,PhD,No,49,Fail
4.8,97,8.7,High School,Yes,56,Pass
1.3,54,5.7,High School,Yes,71,Fail
3.0,92,5.3,Undergraduate,Yes,77,Pass
5.4,94,7.5,Postgraduate,Yes,59,Pass
0.9,53,5.4,Postgraduate,No,91,Fail
8.5,81,8.0,Diploma,Yes,88,Pass
4.7,88,5.3,Diploma,Yes,85,Pass
5.7,83,7.0,High School,No,38,Fail
7.3,52,6.8,High School,No,75,Pass
0.7,76,7.2,Undergraduate,Yes,73,Fail
2.0,91,7.5,Undergraduate,No,56,Fail
2.1,75,6.2,High School,Yes,38,Fail
6.8,68,8.7,Diploma,No,38,Fail
1.4,51,5.0,Undergraduate,Yes,95,Fail
4.4,84,6.5,Postgraduate,No,81,Pass
9.9,93,8.9,High School,Yes,49,Pass
5.5,90,5.8,Undergraduate,Yes,79,Pass
8.3,98,6.2,High School,No,94,Pass
3.8,97,9.0,Postgraduate,No,66,Pass
4.8,79,6.7,Postgraduate,No,43,Fail
9.0,83,4.8,Postgraduate,No,39,Pass
2.0,63,6.4,PhD,Yes,36,Fail
8.3,50,7.2,Undergraduate,Yes,49,Pass
2.3,96,5.6,Undergraduate,Yes,51,Fail
5.7,98,6.1,Postgraduate,Yes,51,Pass
7.3,77,9.3,Postgraduate,No,47,Pass
1.6,58,6.4,High School,No,97,Fail
0.9,98,7.1,High School,No,51,Fail
5.6,61,5.5,Undergraduate,Yes,56,Fail
3.5,64,8.3,Undergraduate,No,77,Fail
9.5,64,5.3,Diploma,Yes,95,Pass
3.8,79,5.3,PhD,No,65,Fail
8.5,66,5.1,Postgraduate,No,87,Pass
8.4,61,8.0,High School,No,42,Pass
7.4,79,7.5,Undergraduate,No,54,Pass
8.7,78,5.0,Undergraduate,Yes,90,Pass
8.4,72,9.2,PhD,No,71,Pass
5.3,67,4.8,High School,Yes,76,Fail
6.0,90,4.6,High School,No,87,Pass
2.6,86,9.4,Postgraduate,No,64,Pass
1.0,91,7.6,PhD,No,71,Fail
5.2,89,6.1,PhD,No,98,Pass
8.3,58,8.1,Undergraduate,Yes,67,Pass
3.1,80,5.2,Postgraduate,No,81,Pass
8.7,76,5.2,Undergraduate,Yes,60,Pass
4.8,60,4.8,Diploma,No,99,Pass
4.5,54,5.9,Undergraduate,No,95,Pass
7.9,79,7.2,Undergraduate,No,70,Pass
0.8,77,7.6,Postgraduate,No,58,Fail
0.6,97,4.9,PhD,Yes,91,Pass
2.1,64,6.5,PhD,Yes,98,Pass
8.4,74,9.4,Postgraduate,Yes,64,Pass
5.9,77,7.4,High School,Yes,44,Pass
6.9,67,5.1,Postgraduate,No,63,Pass
6.4,61,6.5,Undergraduate,Yes,100,Pass
2.1,76,6.0,Undergraduate,No,37,Fail
8.1,78,8.6,PhD,No,55,Pass
9.3,84,7.3,PhD,Yes,85,Pass
3.9,88,6.1,Postgraduate,No,66,Pass
3.6,65,4.9,Diploma,Yes,80,Fail
8.5,80,6.2,Postgraduate,No,61,Pass
0.6,70,4.6,PhD,Yes,46,Fail
2.6,73,5.1,PhD,Yes,98,Pass
3.7,90,6.2,Undergraduate,No,87,Pass
6.8,95,8.2,Diploma,Yes,63,Pass
6.7,82,7.2,Undergraduate,Yes,56,Pass
6.4,98,6.6,Undergraduate,No,91,Pass
2.3,62,5.5,PhD,No,58,Fail
6.7,76,5.0,Diploma,No,53,Pass
3.4,52,5.4,Diploma,Yes,42,Fail
1.8,93,7.4,Postgraduate,Yes,49,Fail
4.1,70,5.2,Undergraduate,Yes,98,Pass
4.5,64,8.0,PhD,No,97,Pass
4.4,69,8.9,Postgraduate,No,65,Pass
8.4,86,7.6,Postgraduate,Yes,57,Pass
5.3,99,7.2,Undergraduate,No,96,Pass
6.9,84,8.4,Undergraduate,Yes,87,Pass
9.9,82,4.5,Postgraduate,No,68,Pass
7.0,59,5.8,Undergraduate,Yes,89,Pass
2.7,97,5.0,Diploma,No,44,Fail
7.4,55,8.1,Undergraduate,Yes,99,Pass
3.9,75,5.3,Undergraduate,No,48,Fail
0.7,80,7.2,High School,Yes,58,Fail
4.6,86,5.6,PhD,No,68,Pass
2.0,83,5.3,Undergraduate,No,69,Fail
7.6,67,5.7,High School,Yes,40,Pass
8.4,80,8.5,Undergraduate,No,44,Pass
0.7,97,7.7,Undergraduate,No,99,Pass
6.3,70,7.6,Undergraduate,No,73,Pass
2.3,64,6.9,Undergraduate,No,91,Fail
4.4,53,9.3,Undergraduate,Yes,97,Pass
1.2,61,5.0,High School,Yes,83,Fail
6.6,80,4.7,High School,No,77,Pass
9.7,84,5.3,Diploma,No,75,Pass
5.2,86,5.6,Postgraduate,No,56,Pass
7.1,94,7.1,Undergraduate,Yes,94,Pass
1.7,95,6.2,Postgraduate,No,74,Pass
9.2,74,4.5,Undergraduate,No,91,Pass
5.7,71,9.2,Diploma,No,76,Pass
2.3,69,8.1,Undergraduate,No,36,Fail
7.9,71,5.7,Undergraduate,Yes,54,Pass
5.5,65,9.3,High School,Yes,69,Pass
3.0,80,7.4,Diploma,Yes,61,Fail
0.7,92,5.2,Undergraduate,No,50,Fail
2.3,75,8.7,Postgraduate,Yes,93,Pass
4.2,55,8.0,Diploma,No,97,Pass
4.9,80,8.3,Postgraduate,Yes,95,Pass
4.2,52,8.7,Diploma,No,70,Fail
6.3,62,4.7,High School,No,92,Pass
3.9,59,5.8,Undergraduate,Yes,100,Pass
6.9,53,5.4,Undergraduate,Yes,56,Fail
5.4,88,8.7,Undergraduate,No,43,Pass
9.4,74,7.0,Postgraduate,Yes,44,Pass
1.7,60,6.6,Diploma,No,53,Fail
7.7,63,7.9,Diploma,No,87,Pass
3.7,97,6.2,Undergraduate,No,36,Fail
1.5,56,7.0,PhD,Yes,52,Fail
7.7,62,6.6,Postgraduate,Yes,51,Pass
2.5,95,7.7,Undergraduate,No,40,Fail
2.0,78,9.2,Postgraduate,Yes,94,Pass
4.4,66,7.8,Postgraduate,Yes,80,Pass
5.5,56,8.3,Postgraduate,Yes,84,Pass
7.6,88,5.4,PhD,Yes,49,Pass
9.1,73,7.2,Diploma,Yes,55,Pass
5.8,56,5.2,Diploma,No,59,Fail
1.3,89,9.3,PhD,No,47,Fail
2.0,50,7.5,Undergraduate,Yes,66,Fail
6.3,89,9.0,Diploma,Yes,80,Pass
1.4,52,7.6,Postgraduate,Yes,41,Fail
2.5,60,6.7,PhD,Yes,55,Fail
8.5,57,6.5,Undergraduate,No,85,Pass
5.8,67,8.5,Postgraduate,No,76,Pass
0.6,56,6.2,High School,No,71,Fail
8.8,58,5.8,Diploma,No,69,Pass
5.4,76,6.1,Diploma,No,100,Pass
2.0,78,8.1,Undergraduate,Yes,90,Pass
2.3,74,5.2,Undergraduate,No,82,Fail
1.0,67,7.4,High School,No,84,Fail
4.4,94,6.2,Undergraduate,No,47,Pass
8.6,83,6.5,Diploma,Yes,69,Pass
5.2,50,5.3,PhD,Yes,69,Fail
4.4,77,6.5,Undergraduate,No,71,Pass
5.8,97,7.8,Undergraduate,Yes,45,Pass
2.9,82,6.8,Diploma,No,54,Fail
2.4,91,8.0,Undergraduate,Yes,57,Fail
4.7,90,5.6,Undergraduate,No,95,Pass
8.6,71,9.3,Undergraduate,No,41,Pass
2.7,99,8.6,High School,No,46,Fail
3.2,73,7.7,Undergraduate,No,40,Fail
10.0,50,6.5,Diploma,No,77,Pass
4.1,88,7.2,Undergraduate,No,72,Pass
9.2,70,6.2,PhD,No,66,Pass
0.7,82,4.5,Postgraduate,Yes,64,Fail
9.8,63,8.7,Postgraduate,Yes,76,Pass
7.0,53,5.6,Diploma,No,37,Fail
5.7,86,6.4,Undergraduate,No,91,Pass
3.5,70,7.5,Diploma,Yes,46,Fail
9.7,96,6.5,PhD,No,59,Pass
2.1,80,8.7,Undergraduate,Yes,36,Fail
2.8,54,7.1,Diploma,Yes,91,Fail
2.5,89,4.8,High School,Yes,56,Fail
9.2,70,8.1,Diploma,Yes,43,Pass
9.3,58,7.9,Diploma,No,45,Pass
1.9,57,4.6,Postgraduate,No,88,Fail
1.6,89,4.6,Undergraduate,No,49,Fail
3.4,85,6.6,Diploma,No,69,Pass
3.4,92,6.6,High School,No,73,Pass
4.9,66,4.9,Undergraduate,No,48,Fail
7.1,75,7.8,Postgraduate,Yes,56,Pass
9.0,67,7.8,Undergraduate,No,70,Pass
8.4,92,9.4,Postgraduate,No,62,Pass
6.1,66,7.7,Diploma,No,99,Pass
1.1,50,7.7,Undergraduate,No,97,Fail
7.4,79,7.1,Diploma,Yes,72,Pass
4.6,66,6.5,High School,No,64,Fail
6.7,68,9.2,PhD,No,44,Pass
7.0,95,5.0,Undergraduate,No,100,Pass
8.8,59,7.6,High School,Yes,50,Pass
4.8,95,6.0,Undergraduate,Yes,36,Pass
6.2,68,7.2,PhD,Yes,94,Pass
8.0,93,8.4,Diploma,No,95,Pass
2.8,75,7.8,Undergraduate,No,86,Pass
3.6,83,4.5,Diploma,No,59,Fail
9.2,74,9.0,Postgraduate,No,98,Pass
4.2,54,6.0,PhD,No,69,Fail
9.2,68,7.5,High School,No,55,Pass
3.3,84,9.4,Postgraduate,Yes,85,Pass
0.9,68,5.4,PhD,No,85,Fail
3.8,61,4.7,Postgraduate,Yes,55,Fail
1.5,64,7.9,Undergraduate,No,75,Fail
6.3,51,7.9,High School,Yes,82,Pass
7.1,76,8.8,Diploma,No,79,Pass
3.6,92,5.7,Diploma,Yes,56,Pass
7.8,50,9.1,Postgraduate,No,48,Pass
4.3,83,6.2,PhD,Yes,75,Pass
6.9,75,5.0,PhD,Yes,40,Pass
2.6,57,5.0,Undergraduate,Yes,59,Fail
1.0,50,8.7,High School,No,95,Fail
6.8,64,5.6,Undergraduate,Yes,70,Pass
5.2,72,6.7,Diploma,No,42,Fail
3.0,99,8.0,Diploma,Yes,69,Pass
9.3,54,6.0,High School,Yes,73,Pass
8.7,86,6.9,Postgraduate,Yes,66,Pass
9.4,83,8.3,Undergraduate,No,36,Pass
8.3,54,7.5,Postgraduate,Yes,71,Pass
3.6,55,7.9,Undergraduate,Yes,60,Fail
4.7,72,6.0,Undergraduate,Yes,87,Pass
7.9,97,6.5,PhD,Yes,67,Pass
7.2,99,7.3,Diploma,Yes,54,Pass
3.4,63,4.6,High School,No,70,Fail
3.8,94,4.7,Postgraduate,Yes,58,Pass
8.7,79,8.9,Diploma,No,61,Pass
3.4,79,6.0,Undergraduate,Yes,75,Pass
8.5,62,4.6,High School,No,48,Fail
2.7,99,8.9,Postgraduate,No,98,Pass
3.9,70,4.5,Diploma,Yes,76,Fail
7.5,73,4.6,Undergraduate,No,38,Fail
8.5,79,8.9,Undergraduate,No,92,Pass
0.7,58,8.5,Diploma,Yes,72,Fail
1.1,95,6.0,Postgraduate,No,55,Fail
6.1,92,5.7,High School,No,81,Pass
8.7,87,5.8,PhD,Yes,35,Pass
9.5,86,6.5,Postgraduate,Yes,82,Pass
3.3,99,8.2,High School,No,37,Fail
8.7,53,5.9,Diploma,Yes,46,Pass
9.7,56,7.2,High School,Yes,37,Pass
7.4,60,5.8,Undergraduate,Yes,52,Pass
5.2,73,8.2,Diploma,No,95,Pass
6.5,70,8.2,Undergraduate,No,51,Pass
7.6,61,5.8,Diploma,Yes,96,Pass
3.5,74,5.5,PhD,Yes,40,Fail
9.8,95,9.1,PhD,Yes,85,Pass
2.7,85,8.0,High School,No,48,Fail
4.7,61,5.8,Postgraduate,No,84,Pass
2.1,93,8.7,PhD,No,52,Fail
8.4,88,5.9,Undergraduate,No,39,Pass
8.1,70,6.2,High School,No,57,Pass
7.6,65,6.7,Undergraduate,Yes,73,Pass
6.5,52,7.6,Diploma,No,63,Fail
7.4,97,8.3,Undergraduate,Yes,82,Pass
5.3,97,7.8,Postgraduate,No,43,Pass
5.6,85,6.3,Diploma,Yes,48,Pass
9.7,76,7.7,Undergraduate,Yes,69,Pass
5.2,92,5.6,Postgraduate,Yes,49,Pass
7.2,95,7.2,Undergraduate,Yes,68,Pass
6.9,76,6.1,Postgraduate,Yes,37,Pass
1.2,82,9.3,Postgraduate,Yes,70,Fail
7.5,82,8.9,Postgraduate,Yes,49,Pass
5.3,63,6.0,Diploma,Yes,89,Pass
2.8,72,5.7,Undergraduate,Yes,40,Fail
7.8,84,7.9,Diploma,No,53,Pass
5.5,88,5.2,Undergraduate,No,72,Pass
3.4,63,4.8,Diploma,No,49,Fail
3.0,71,8.1,Diploma,No,55,Fail
2.0,99,5.1,Postgraduate,No,89,Pass
2.9,61,9.3,PhD,Yes,90,Pass
7.5,100,6.2,Diploma,Yes,53,Pass
4.2,97,9.3,PhD,Yes,93,Pass
6.4,80,7.4,High School,Yes,57,Pass
7.5,80,6.2,PhD,No,58,Pass
1.0,56,6.1,Postgraduate,Yes,53,Fail
3.3,64,8.0,Diploma,Yes,50,Fail
3.5,88,7.4,Postgraduate,Yes,56,Pass
7.7,85,5.0,PhD,No,45,Pass
3.5,72,7.1,Undergraduate,Yes,87,Pass
6.9,74,8.2,PhD,Yes,65,Pass
0.6,96,5.3,Undergraduate,No,72,Fail
1.3,83,7.4,Undergraduate,No,80,Fail
2.8,61,4.5,Postgraduate,Yes,67,Fail
3.7,60,6.7,Undergraduate,No,62,Fail
6.5,71,9.4,PhD,Yes,42,Pass
6.3,89,6.4,Diploma,No,61,Pass
2.6,89,5.2,Undergraduate,Yes,49,Fail
1.2,83,8.2,Postgraduate,Yes,63,Fail
5.2,58,6.7,Postgraduate,No,92,Pass
5.2,51,7.1,Undergraduate,Yes,39,Fail
2.9,80,6.9,Diploma,No,95,Pass
2.6,90,4.6,Diploma,Yes,83,Pass
5.5,95,5.0,Undergraduate,No,54,Pass
6.5,85,9.4,High School,Yes,61,Pass
7.9,99,5.3,High School,No,60,Pass
4.1,81,8.7,High School,Yes,40,Fail
4.1,74,5.9,Undergraduate,No,54,Fail
9.2,98,6.5,Undergraduate,No,81,Pass
3.9,80,5.8,Diploma,No,77,Pass
9.2,51,5.3,High School,No,63,Pass
1.6,80,7.8,Postgraduate,No,55,Fail
7.9,69,8.8,Undergraduate,No,47,Pass
0.6,91,6.3,Undergraduate,No,54,Fail
8.7,55,5.5,High School,No,44,Pass
3.5,88,7.8,Postgraduate,No,56,Pass
6.3,77,4.6,Postgraduate,No,77,Pass
7.8,79,6.6,Postgraduate,Yes,39,Pass
1.1,57,5.8,High School,Yes,56,Fail
5.9,77,6.4,Undergraduate,Yes,44,Pass
1.3,97,8.5,Postgraduate,Yes,41,Fail
8.3,63,8.1,Postgraduate,No,90,Pass
6.6,95,5.3,Undergraduate,No,75,Pass
3.3,80,5.8,Undergraduate,Yes,99,Pass
8.3,74,5.1,Postgraduate,Yes,63,Pass
6.5,71,5.6,Diploma,No,81,Pass
6.5,73,6.1,Postgraduate,No,75,Pass
3.4,78,6.5,Diploma,Yes,35,Fail
0.9,57,6.8,Diploma,Yes,37,Fail
2.7,76,8.1,Undergraduate,No,89,Pass
7.3,100,7.5,High School,Yes,87,Pass
9.1,96,6.4,Undergraduate,No,38,Pass
4.1,84,5.4,Undergraduate,No,39,Fail
7.4,69,4.5,Postgraduate,No,52,Pass
4.3,87,8.2,High School,No,81,Pass
9.2,75,8.6,High School,No,46,Pass
7.2,53,7.8,PhD,No,96,Pass
3.5,69,7.2,Diploma,No,91,Pass
5.3,56,7.3,Postgraduate,Yes,91,Pass
7.0,90,8.9,Undergraduate,No,92,Pass
4.6,62,5.6,Diploma,No,39,Fail
5.5,72,6.0,Diploma,No,79,Pass
3.1,79,5.3,High School,Yes,38,Fail
1.4,76,8.0,Diploma,No,61,Fail
2.9,59,8.7,PhD,Yes,73,Fail
2.8,79,4.8,Undergraduate,No,88,Fail
3.3,55,7.3,Diploma,Yes,54,Fail
3.0,95,8.0,Postgraduate,No,40,Fail
4.4,82,5.1,Diploma,No,70,Pass
3.3,55,5.8,PhD,Yes,61,Fail
9.9,86,9.3,Undergraduate,No,91,Pass
1.7,69,7.4,High School,Yes,86,Fail
3.2,97,7.9,Postgraduate,No,42,Fail
3.9,78,8.0,PhD,Yes,49,Fail
8.9,98,4.8,PhD,No,49,Pass
1.5,93,7.7,Postgraduate,No,55,Fail
1.8,97,5.2,Undergraduate,No,85,Pass
